id,game_id,period,clock_time,time_remaining,utc_time,offense_team,defense_team,is_home_offense,offense_player,offense_player_id,result_player,result_player_id,play_type,play_result,description,tags,play_number,is_home,after_timeout,shot_quality,home_score,away_score,run_team,run_points,home_run,away_run,score_margin,leading_team,score_margin_percent,possession_number,seconds_remaining,game_percent_complete,points_last_minute,possessions_last_minute,lead_changes,largest_lead,bonus,double_bonus,timeouts_remaining_home,timeouts_remaining_away,previous_play_type,time_since_last_score
5a1b362bf93449117509f76f,W20171125BISMCG,4,283,283,2017-11-25T00:10:27.209000,McGill,Bishops,False,Alex Kiss-Rusk,550a5a2f4bc1ea55eb70e367,Alex Kiss-Rusk,550a5a2f4bc1ea55eb70e367,Spot-Up,Make 2 Pts,21 Alex Kiss-Rusk > Spot-Up > No Dribble Jumper > Guarded > Medium/17' to <3p > Make 2 Pts,,90,False,False,0.46331776531675595,34,50,away,4,0,4,-16,away,-19.047619047619047,133,283,88.20833333333333,14,6,0,18,False,False,5,5,P&R Ball Handler,77.075
5a1b362bf93449117509f771,W20171125BISMCG,4,283,283,2017-11-25T00:10:36.597000,Bishops,McGill,True,Maude Archambault,5636e96d1e31501db44907ad,Maude Archambault,5636e96d1e31501db44907ad,Non Possession,No Violation,12 Maude Archambault > Non Possession > No Violation,,62,True,False,,34,52,away,6,0,6,-18,away,-20.930232558139537,134,283,88.20833333333333,12,5,0,18,False,False,5,5,Spot-Up,9.388
5a1b362bf93449117509f772,W20171125BISMCG,4,252,252,2017-11-25T00:10:59.623000,Bishops,McGill,True,Maude Archambault,5636e96d1e31501db44907ad,Maude Archambault,5636e96d1e31501db44907ad,Spot-Up,Miss 2 Pts,12 Maude Archambault > Spot-Up > Drives Left > To Basket > Miss 2 Pts,,90,True,False,0.7552551606577206,34,52,away,6,0,6,-18,away,-20.930232558139537,134,252,89.5,12,5,0,18,False,False,5,5,Non Possession,32.414
5a1b362bf93449117509f774,W20171125BISMCG,4,252,252,2017-11-25T00:11:12.418000,Bishops,McGill,True,Maude Archambault,5636e96d1e31501db44907ad,Maude Archambault,5636e96d1e31501db44907ad,Offensive Rebound,Run Offense,12 Maude Archambault > Offensive Rebound > Long > Run Offense,,65,True,False,,34,52,away,6,0,6,-18,away,-20.930232558139537,135,252,89.5,12,5,0,18,False,False,5,5,Spot-Up,45.209
5a1b362bf93449117509f775,W20171125BISMCG,4,249,249,2017-11-25T00:11:12.418000,Bishops,McGill,True,Maude Archambault,5636e96d1e31501db44907ad,Maude Archambault,5636e96d1e31501db44907ad,No Play Type,Miss 3 Pts,12 Maude Archambault > No Play Type > Dribble Jumper > Long/3pt > Miss 3 Pts,,60,True,False,0.8173396843748258,34,52,away,6,0,6,-18,away,-20.930232558139537,135,249,89.625,12,5,0,18,False,False,5,5,Offensive Rebound,45.209
5a1b362bf93449117509f776,W20171125BISMCG,4,236,236,2017-11-25T00:11:24.658000,McGill,Bishops,False,Alex Kiss-Rusk,550a5a2f4bc1ea55eb70e367,Alex Kiss-Rusk,550a5a2f4bc1ea55eb70e367,Cut,Make 2 Pts,21 Alex Kiss-Rusk > Cut > Screen > Make 2 Pts,,11,False,False,1.1722800693829514,34,52,away,6,0,6,-18,away,-20.930232558139537,135,236,90.16666666666666,12,5,0,18,False,False,5,5,No Play Type,57.449
5a1b362bf93449117509f778,W20171125BISMCG,4,224,224,2017-11-25T00:11:38.792000,Bishops,McGill,True,Mara Marchizotti,5636e96d1e31501db44907b0,Mara Marchizotti,5636e96d1e31501db44907b0,Post-Up,Foul,15 Mara Marchizotti > Post-Up > Flash Middle > Left Shoulder > Dribble Move > To Hook > Foul,,73,True,False,,34,54,away,8,0,8,-20,away,-22.727272727272727,136,224,90.66666666666666,14,6,0,20,False,False,5,5,Cut,14.134
5a1b362bf93449117509f779,W20171125BISMCG,4,224,224,2017-11-25T00:12:14.067000,Bishops,McGill,True,Mara Marchizotti,5636e96d1e31501db44907b0,Mara Marchizotti,5636e96d1e31501db44907b0,Non Possession,Free Throw,15 Mara Marchizotti > Non Possession > Free Throw,,62,True,False,,34,54,away,8,0,8,-20,away,-22.727272727272727,137,224,90.66666666666666,14,6,0,20,False,False,5,5,Post-Up,49.409
5a1b362bf93449117509f77c,W20171125BISMCG,4,224,224,2017-11-25T00:12:26.660000,Bishops,McGill,True,Mara Marchizotti,5636e96d1e31501db44907b0,Mara Marchizotti,5636e96d1e31501db44907b0,Non Possession,Free Throw,15 Mara Marchizotti > Non Possession > Free Throw,,62,True,False,,34,54,away,8,0,8,-20,away,-22.727272727272727,137,224,90.66666666666666,14,6,0,20,False,False,5,5,Non Possession,62.002
5a1b362bf93449117509f77d,W20171125BISMCG,4,207,207,2017-11-25T00:14:08.925000,McGill,Bishops,False,Marie-Love Michel,550a5a2f4bc1ea55eb70e365,Marie-Love Michel,550a5a2f4bc1ea55eb70e365,ISO,Miss 2 Pts,9 Marie-Love Michel > ISO > Top > Drives Right > To Basket > Miss 2 Pts,,38,False,True,0.5139234581350439,34,54,away,8,0,8,-20,away,-22.727272727272727,137,207,91.375,14,6,0,20,False,False,5,5,Non Possession,164.267
5a1b362bf93449117509f77e,W20171125BISMCG,4,207,207,2017-11-25T00:14:30.452000,McGill,Bishops,False,Marie-Love Michel,550a5a2f4bc1ea55eb70e365,Marie-Love Michel,550a5a2f4bc1ea55eb70e365,Offensive Rebound,Run Offense,9 Marie-Love Michel > Offensive Rebound > Short > Run Offense,,65,False,False,,34,54,away,8,0,8,-20,away,-22.727272727272727,138,207,91.375,14,6,0,20,False,False,5,5,ISO,185.794
5a1b362bf93449117509f77f,W20171125BISMCG,4,197,197,2017-11-25T00:14:30.452000,McGill,Bishops,False,Marie-Love Michel,550a5a2f4bc1ea55eb70e365,Frederique Potvin,57f3b8d41b427fb40bed6240,P&R Ball Handler,Miss 2 Pts,4 Frederique Potvin > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 9 Marie-Love Michel > Spot-Up > Drives Left > Dribble Jumper > Short to < 17' > Miss 2 Pts,,90,False,False,0.4783972496367209,34,54,away,8,0,8,-20,away,-22.727272727272727,138,197,91.79166666666667,14,6,0,20,False,False,5,5,Offensive Rebound,185.794
5a1b362bf93449117509f780,W20171125BISMCG,4,158,158,2017-11-25T00:14:58.848000,Bishops,McGill,True,Ashley Milhomme,5636e96d1e31501db44907aa,Ashley Milhomme,5636e96d1e31501db44907aa,ISO,Miss 2 Pts,6 Ashley Milhomme > ISO > Left > Drives Left > To Basket > Miss 2 Pts,,38,True,True,0.6713146395996995,34,54,away,8,0,8,-20,away,-22.727272727272727,139,158,93.41666666666667,14,6,0,20,False,False,5,5,P&R Ball Handler,214.19
5a1b362bf93449117509f782,W20171125BISMCG,4,150,150,2017-11-25T00:15:12.530000,McGill,Bishops,False,Ruth Tshikudi-Tshila,57f3b8d41b427fb40bed6243,Ruth Tshikudi-Tshila,57f3b8d41b427fb40bed6243,Transition,Make 2 Pts,13 Ruth Tshikudi-Tshila > Transition > First Middle > No Dribble Jumper > Open > Short to < 17' > Make 2 Pts,,102,False,False,0.8229137247709357,34,54,away,8,0,8,-20,away,-22.727272727272727,140,150,93.75,14,6,0,20,False,False,5,5,ISO,227.872
5a1b362bf93449117509f784,W20171125BISMCG,4,132,132,2017-11-25T00:15:26,Bishops,McGill,True,Mara Marchizotti,5636e96d1e31501db44907b0,Mara Marchizotti,5636e96d1e31501db44907b0,Post-Up,Foul,15 Mara Marchizotti > Post-Up > Right Block > Right Shoulder > Dribble Move > To Hook > Foul,,73,True,False,,34,56,away,10,0,10,-22,away,-24.444444444444443,141,132,94.5,12,5,0,22,False,False,5,5,Transition,13.47
5a1b362bf93449117509f785,W20171125BISMCG,4,132,132,2017-11-25T00:16:10.356000,Bishops,McGill,True,Mara Marchizotti,5636e96d1e31501db44907b0,Mara Marchizotti,5636e96d1e31501db44907b0,Non Possession,Free Throw,15 Mara Marchizotti > Non Possession > Free Throw,,62,True,False,,34,56,away,10,0,10,-22,away,-24.444444444444443,142,132,94.5,12,5,0,22,False,False,5,5,Post-Up,57.826
5a1b362bf93449117509f787,W20171125BISMCG,4,132,132,2017-11-25T00:16:23.196000,Bishops,McGill,True,Mara Marchizotti,5636e96d1e31501db44907b0,Mara Marchizotti,5636e96d1e31501db44907b0,Non Possession,Free Throw,15 Mara Marchizotti > Non Possession > Free Throw,,62,True,False,,34,56,away,10,0,10,-22,away,-24.444444444444443,142,132,94.5,12,5,0,22,False,False,5,5,Non Possession,70.666
5a1b362bf93449117509f789,W20171125BISMCG,4,119,119,2017-11-25T00:16:37.126000,McGill,Bishops,False,Kamsi Ogbudibe,59e6430544b2b8aa7e83e640,Kamsi Ogbudibe,59e6430544b2b8aa7e83e640,Spot-Up,1 Pts,22 Kamsi Ogbudibe > Spot-Up > Drives Left > To Basket > Make 2 Pts Foul > 1 Pts,,90,False,False,0.8756809348738372,34,56,away,10,0,10,-22,away,-24.444444444444443,142,119,95.04166666666667,12,5,0,22,False,False,5,5,Non Possession,84.596
5a1b362bf93449117509f78c,W20171125BISMCG,4,119,119,2017-11-25T00:17:16.617000,McGill,Bishops,False,Kamsi Ogbudibe,59e6430544b2b8aa7e83e640,Kamsi Ogbudibe,59e6430544b2b8aa7e83e640,Non Possession,Free Throw,22 Kamsi Ogbudibe > Non Possession > Free Throw,,62,False,False,,34,58,away,12,0,12,-24,away,-26.08695652173913,143,119,95.04166666666667,12,5,0,24,False,False,5,5,Spot-Up,39.491
5a1b362bf93449117509f78d,W20171125BISMCG,4,114,114,2017-11-25T00:17:20.768000,Bishops,McGill,True,Maude Archambault,5636e96d1e31501db44907ad,Maude Archambault,5636e96d1e31501db44907ad,Spot-Up,Make 3 Pts,12 Maude Archambault > Spot-Up > No Dribble Jumper > Open > Long/3pt > Make 3 Pts,,90,True,False,0.9961702202203138,34,58,away,12,0,12,-24,away,-26.08695652173913,143,114,95.25,12,5,0,24,False,False,5,5,Non Possession,43.642
5a1b362bf93449117509f78e,W20171125BISMCG,4,114,114,2017-11-25T00:17:33.010000,McGill,Bishops,False,Kiana Scantlebury,59e6430544b2b8aa7e83e98f,Kiana Scantlebury,59e6430544b2b8aa7e83e98f,Non Possession,Non Shooting Foul,8 Kiana Scantlebury > Non Possession > Non Shooting Foul,,62,False,False,,37,58,home,3,3,0,-21,away,-22.105263157894736,144,114,95.25,15,6,0,24,False,False,5,5,Spot-Up,12.242
5a1b362bf93449117509f78f,W20171125BISMCG,4,93,93,2017-11-25T00:17:58.291000,McGill,Bishops,False,Ruth Tshikudi-Tshila,57f3b8d41b427fb40bed6243,Ruth Tshikudi-Tshila,57f3b8d41b427fb40bed6243,Post-Up,Make 2 Pts,13 Ruth Tshikudi-Tshila > Post-Up > Left Block > Left Shoulder > Dribble Move > To Hook > Make 2 Pts,,73,False,False,0.6915756499479516,37,58,home,3,3,0,-21,away,-22.105263157894736,144,93,96.125,15,6,0,24,False,False,5,5,Non Possession,37.523
5a1b362bf93449117509f790,W20171125BISMCG,4,83,83,2017-11-25T00:18:09.687000,Bishops,McGill,True,Maude Archambault,5636e96d1e31501db44907ad,Maude Archambault,5636e96d1e31501db44907ad,ISO,Miss 3 Pts,12 Maude Archambault > ISO > Right > Early Jumper > Long/3pt > Miss 3 Pts,,38,True,False,0.8584924575085253,37,60,away,2,0,2,-23,away,-23.711340206185564,145,83,96.54166666666667,15,6,0,24,False,False,5,5,Post-Up,11.396
5a1b362bf93449117509f792,W20171125BISMCG,4,83,83,2017-11-25T00:18:20.150000,Bishops,McGill,True,Jessica Dodig,59e643fe44b2b8aa7e880e63,Jessica Dodig,59e643fe44b2b8aa7e880e63,Offensive Rebound,Run Offense,8 Jessica Dodig > Offensive Rebound > Long > Run Offense,,65,True,False,,37,60,away,2,0,2,-23,away,-23.711340206185564,146,83,96.54166666666667,15,6,0,24,False,False,5,5,ISO,21.859
5a1b362bf93449117509f793,W20171125BISMCG,4,74,74,2017-11-25T00:18:20.150000,Bishops,McGill,True,Eve-Marie Houle,59e643ff44b2b8aa7e881158,Eve-Marie Houle,59e643ff44b2b8aa7e881158,Post-Up,Miss 2 Pts,23 Eve-Marie Houle > Post-Up > Flash Middle > Left Shoulder > Dribble Move > To Basket > Miss 2 Pts,,73,True,False,0.49437187049236603,37,60,away,2,0,2,-23,away,-23.711340206185564,146,74,96.91666666666666,15,6,0,24,False,False,5,5,Offensive Rebound,21.859
5a1b362bf93449117509f794,W20171125BISMCG,4,61,61,2017-11-25T00:18:31.415000,McGill,Bishops,False,Kiana Scantlebury,59e6430544b2b8aa7e83e98f,Kiana Scantlebury,59e6430544b2b8aa7e83e98f,ISO,Foul,8 Kiana Scantlebury > ISO > Right > Drives Left > To Basket > Foul,,38,False,False,,37,60,away,2,0,2,-23,away,-23.711340206185564,147,61,97.45833333333334,15,6,0,24,False,False,5,5,Post-Up,33.124
5a1b362bf93449117509f796,W20171125BISMCG,4,61,61,2017-11-25T00:18:58.249000,McGill,Bishops,False,Kiana Scantlebury,59e6430544b2b8aa7e83e98f,Kiana Scantlebury,59e6430544b2b8aa7e83e98f,Non Possession,Free Throw,8 Kiana Scantlebury > Non Possession > Free Throw,,62,False,False,,37,60,away,2,0,2,-23,away,-23.711340206185564,148,61,97.45833333333334,15,6,0,24,False,False,5,5,ISO,59.958
5a1b362bf93449117509f797,W20171125BISMCG,4,61,61,2017-11-25T00:19:06.559000,McGill,Bishops,False,Kiana Scantlebury,59e6430544b2b8aa7e83e98f,Kiana Scantlebury,59e6430544b2b8aa7e83e98f,Non Possession,Free Throw,8 Kiana Scantlebury > Non Possession > Free Throw,,62,False,False,,37,60,away,2,0,2,-23,away,-23.711340206185564,148,61,97.45833333333334,15,6,0,24,False,False,5,5,Non Possession,68.268
5a1b362bf93449117509f798,W20171125BISMCG,4,49,49,2017-11-25T00:19:10.477000,Bishops,McGill,True,Eve-Marie Houle,59e643ff44b2b8aa7e881158,Eve-Marie Houle,59e643ff44b2b8aa7e881158,Cut,Make 2 Pts,23 Eve-Marie Houle > Cut > Basket > Make 2 Pts,,11,True,False,1.1430165816513462,37,60,away,2,0,2,-23,away,-23.711340206185564,148,49,97.95833333333334,15,6,0,24,False,False,5,5,Non Possession,72.186
5a1b362bf93449117509f799,W20171125BISMCG,4,27,27,2017-11-25T00:19:26.371000,McGill,Bishops,False,Van-Leap Sry,59e6430544b2b8aa7e83ecd0,Kiana Scantlebury,59e6430544b2b8aa7e83e98f,P&R Ball Handler,Miss 3 Pts,8 Kiana Scantlebury > P&R Ball Handler > High P&R > Dribble Off Pick > Defense Commits > Ball Delivered > 12 Van-Leap Sry > Spot-Up > Drives Left > Dribble Jumper > Long/3pt > Miss 3 Pts,,90,False,False,0.5900335661090652,39,60,home,2,2,0,-21,away,-21.21212121212121,149,27,98.875,5,2,0,24,False,False,5,5,Cut,15.894
5a1b362bf93449117509f79a,W20171125BISMCG,4,27,27,2017-11-25T00:19:50.512000,Bishops,McGill,True,Eve-Marie Houle,59e643ff44b2b8aa7e881158,Eve-Marie Houle,59e643ff44b2b8aa7e881158,Non Possession,No Violation,23 Eve-Marie Houle > Non Possession > No Violation,,62,True,False,,39,60,home,2,2,0,-21,away,-21.21212121212121,150,27,98.875,5,2,0,24,False,False,5,5,P&R Ball Handler,40.035
