2016-2017,58adfd8c35268c61b0da85fb,Ontario - RyersonUni@Windsor,Windsor Lancers,Ryerson University Rams
2016-2017,58adfd8c35268c61b0da85f7,Ontario - WesternOntario@McMaster,McMaster Marauders,Western Ontario Mustangs
2016-2017,58b0f03b35268c61b0a6d514,CandaWest - FraserValley@Saskatchewan,Saskatchewan Huskies,Fraser Valley Cascades
2016-2017,57dc86e81c496ea6cc6d1780,Laval@Concordia(QUE),Concordia (QUE) Stingers,Laval University
2016-2017,58b0f03b35268c61b0a6d511,CandaWest - Victoria@Winnipeg,Winnipeg Wesmen,Victoria Vikes
2016-2017,57d76ed85762021398cd4a5e,MemorialCan@Acadia,Acadia Axewomen,Memorial Sea-Hawks
2016-2017,57d76ed85762021398cd4a5a,MemorialCan@Acadia,Acadia Axewomen,Memorial Sea-Hawks
2016-2017,57d76ed85762021398cd4a5c,NewBrunswick@StFrancisXavier,St. Francis Xavier X-Men,New Brunswick Varsity Reds
2016-2017,57d76ed85762021398cd4a5d,PrinceEdward@Dalhousie,Dalhousie Tigers,Prince Edward Island Panthers
2016-2017,57d76ed85762021398cd4a5b,SaintMary's(CAN)@CapeBreton,Cape Breton Capers,Saint Mary's (CAN) Huskies  
2016-2017,58adf7b035268c61b0d7f7e3,CanadaWest - Victoria@Winnipeg,Winnipeg Wesmen,Victoria Vikes
2016-2017,58adf7b035268c61b0d7f7eb,CanadaWest - BritishColumbia@Alberta,Alberta Pandas,British Columbia Thunderbirds
2016-2017,58adf7b035268c61b0d7f7e7,CanadaWest - TrinityWestern@Regina,Regina (Canada) Cougars,Trinity Western Spartans
2016-2017,58adf7b035268c61b0d7f7e0,CanadaWest - FraserValley@Saskatchewan,Saskatchewan Huskies,Fraser Valley Cascades
2016-2017,57dc88d61c496ea6cc6d1a7c,McGill@Laval,Laval University,McGill University Martlets
2016-2017,58adf7b035268c61b0d7f7d9,CanadaWest - TrinityWestern@Regina,Regina (Canada) Cougars,Trinity Western Spartans
2016-2017,58adf7b035268c61b0d7f7d5,CanadaWest - Victoria@Winnipeg,Winnipeg Wesmen,Victoria Vikes
2016-2017,58adf7b035268c61b0d7f7dd,CanadaWest - BritishColumbia@Alberta,Alberta Pandas,British Columbia Thunderbirds
2016-2017,58adf7b035268c61b0d7f7d0,CanadaWest - FraserValley@Saskatchewan,Saskatchewan Huskies,Fraser Valley Cascades
2016-2017,58adf7b035268c61b0d7f7ba,Ontario - TorontoVarBlues@Laurier,Wilfrid Laurier,Toronto Varsity Blues
2016-2017,57dc84961c496ea6cc6d1773,Concordia(QUE)@Bishops,Bishops Gaiters,Concordia (QUE) Stingers
2016-2017,58adfd8c35268c61b0da85f4,Ontario - WesternOntario@UniOttawa,Ottawa Gee-Gees,Western Ontario Mustangs
2016-2017,58adfd8c35268c61b0da85ef,Ontario - Lakehead@Brock,Brock Badgers,Lakehead University Thunderwolves
2016-2017,58ae324735268c61b0f22726,Ontario - York(ONT)@RyersonUni,Ryerson University Rams,York (ONT) Lions
2016-2017,58aa760635268c61b0a4405d,CanadaWest - Calgary@FraserValley,Fraser Valley Cascades,Calgary Dinos
2016-2017,57d76ed85762021398cd4a59,CapeBreton@PrinceEdward,Prince Edward Island Panthers,Cape Breton Capers
2016-2017,57d8c5f15762021398cd599d,TorontoVarBlues@CarletonUni,Carleton University Ravens,Toronto Varsity Blues
2016-2017,57d8c5075762021398cd599b,RyersonUni@UniOttawa,Ottawa Gee-Gees,Ryerson University Rams
2016-2017,57d76ed85762021398cd4a58,Acadia@Dalhousie,Dalhousie Tigers,Acadia Axewomen
2016-2017,57d8c5f15762021398cd599e,Nipissing@Algoma,Algoma Thunderbirds,Nipissing Lakers
2016-2017,57d8c5075762021398cd599a,Laurier@Lakehead,Lakehead University Thunderwolves,Wilfrid Laurier
2016-2017,57d8c5f15762021398cd599c,Waterloo@Guelph,Guelph Gryphons,Waterloo Warriors
2016-2017,58a676fb35268c61b03be47d,CanadaWest - NorthernBC@BritishColumbia,British Columbia Thunderbirds,Northern British Columbia Timberwolves
2016-2017,58a676fb35268c61b03be481,CanadaWest - MacEwan@Victoria,Victoria Vikes,MacEwan University Griffins
2016-2017,58a676fb35268c61b03be47f,CanadaWest - Calgary@FraserValley,Fraser Valley Cascades,Calgary Dinos
2016-2017,57dc84961c496ea6cc6d1772,Bishops@McGill,McGill University Martlets,Bishops Gaiters
2016-2017,57d8c5075762021398cd5999,Brock@Windsor,Windsor Lancers,Brock Badgers
2016-2017,57d8c5075762021398cd5998,McMaster@WesternOntario,Western Ontario Mustangs,McMaster Marauders
2016-2017,57dc88d61c496ea6cc6d1a80,QuebecMontreal@Laval,Laval University,University Quebec - Montreal
2016-2017,57d76ed85762021398cd4a57,CapeBreton@NewBrunswick,New Brunswick Varsity Reds,Cape Breton Capers
2016-2017,57d8c5075762021398cd5995,RyersonUni@CarletonUni,Carleton University Ravens,Ryerson University Rams
2016-2017,57d8c5075762021398cd5993,Waterloo@Lakehead,Lakehead University Thunderwolves,Waterloo Warriors
2016-2017,57d76cf75762021398cd4a55,StFrancisXavier@Acadia,Acadia Axewomen,St. Francis Xavier X-Men
2016-2017,57d8c5075762021398cd5996,Laurentian@Algoma,Algoma Thunderbirds,Laurentian Voyageurs 
2016-2017,57d8c5075762021398cd5997,York(ONT)@QueensOntario,Queens (ON) University Golden Gaels,York (ONT) Lions
2016-2017,58a7d43335268c61b0f371b7,SaintMary's(CAN)@Dalhousie,Dalhousie Tigers,Saint Mary's (CAN) Huskies  
2016-2017,57d8c5075762021398cd5994,TorontoVarBlues@UniOttawa,Ottawa Gee-Gees,Toronto Varsity Blues
2016-2017,58a676fb35268c61b03be479,CanadaWest - BrandonUni@TrinityWestern,Trinity Western Spartans,Brandon University Bobcats
2016-2017,58a676fb35268c61b03be46f,CanadaWest - NorthernBC@BritishColumbia,British Columbia Thunderbirds,Northern British Columbia Timberwolves
2016-2017,58a676fb35268c61b03be474,CanadaWest - Calgary@FraserValley,Fraser Valley Cascades,Calgary Dinos
2016-2017,58a676fb35268c61b03be476,CanadaWest - MacEwan@Victoria,Victoria Vikes,MacEwan University Griffins
2016-2017,57dc86e81c496ea6cc6d177f,McGill@Concordia(QUE),Concordia (QUE) Stingers,McGill University Martlets
2016-2017,58a676fb35268c61b03be46d,CanadaWest - BrandonUni@TrinityWestern,Trinity Western Spartans,Brandon University Bobcats
2016-2017,57d8c5075762021398cd5992,McMaster@Windsor,Windsor Lancers,McMaster Marauders
2016-2017,57d8c4a75762021398cd5991,Brock@WesternOntario,Western Ontario Mustangs,Brock Badgers
2016-2017,57d4d9e95762021398cce277,Lethbridge@Alberta,Alberta Pandas,Lethbridge Pronghorns
2016-2017,57d76cf75762021398cd4a54,PrinceEdward@MemorialCan,Memorial Sea-Hawks,Prince Edward Island Panthers
2016-2017,57d4e1de5762021398cce289,FraserValley@BCOkanagan ,British Columbia - Okanagan ,Fraser Valley Cascades
2016-2017,57d4a8bc5762021398ccdf74,Saskatchewan@NorthernBC,Northern British Columbia Timberwolves,Saskatchewan Huskies
2016-2017,57d4b5545762021398ccdfbd,Winnipeg@Victoria,Victoria Vikes,Winnipeg Wesmen
2016-2017,57d4c97d5762021398cce237,BritishColumbia@TrinityWestern,Trinity Western Spartans,British Columbia Thunderbirds
2016-2017,57dc84961c496ea6cc6d1771,Laval@Bishops,Bishops Gaiters,Laval University
2016-2017,57d4dc3c5762021398cce280,ThompsonRivers@Regina,Regina (Canada) Cougars,Thompson Rivers University Wolfpack
2016-2017,57d4afbb5762021398ccdf9a,MacEwan@Calgary,Calgary Dinos,MacEwan University Griffins
2016-2017,57d4ab7f5762021398ccdf86,MountRoyal@ManitobaBisons,Manitoba Bisons,Mount Royal Cougars 
2016-2017,58a0318335268c61b0c37797,CarletonUni@York(ONT),York (ONT) Lions,Carleton University Ravens
2016-2017,57d8c4a75762021398cd598d,Algoma@McMaster,McMaster Marauders,Algoma Thunderbirds
2016-2017,57d76cf75762021398cd4a53,Acadia@SaintMary's(CAN),Saint Mary's (CAN) Huskies  ,Acadia Axewomen
2016-2017,57dc86e81c496ea6cc6d177e,Concordia(QUE)@QuebecMontreal,University Quebec - Montreal,Concordia (QUE) Stingers
2016-2017,57d76cf75762021398cd4a52,PrinceEdward@MemorialCan,Memorial Sea-Hawks,Prince Edward Island Panthers
2017-2018,5aa623f02cb661f293011987,USport - Saskatchewan@Carleton,Carleton University Ravens,Saskatchewan Huskies
2017-2018,5aa5fd002cb661f293b43cbf,USport - McGill@Regina,Regina (Canada) Cougars,McGill University Martlets
2017-2018,5aa4e85b2cb661f29389456a,USport - Saskatchewan@Regina,Regina (Canada) Cougars,Saskatchewan Huskies
2017-2018,5aa4940f2cb661f2930d2a85,USport - McGill@CarletonUni,Carleton University Ravens,McGill University Martlets
2017-2018,5aa460722cb661f293f0d4b0,USport - Calgary@Laval,Laval University,Calgary Dinos
2017-2018,5aa39fae2cb661f2936b8f22,Laval@USport - Acadia,Acadia Axewomen,Laval University
2017-2018,5aa39de42cb661f293587320,USport - Calgary@McMaster,McMaster Marauders,Calgary Dinos
2017-2018,5aa2632d2cb661f2934645e2,Saskatchewan@USport - Acadia,Acadia Axewomen,Saskatchewan Huskies
2017-2018,5aa25fc02cb661f2932f8aab,USport - Laval@Regina,Regina (Canada) Cougars,Laval University
2017-2018,5aa333db2cb661f29324a94e,USport - McMaster@McGill,McGill University Martlets,McMaster Marauders
2017-2018,5aa2594c2cb661f29301f746,USport - Calgary@CarletonUni,Carleton University Ravens,Calgary Dinos
2017-2018,5a9c8da72cb661f2933efd48,AUS - PrinceEdward@Acadia,Acadia Axewomen,Prince Edward Island Panthers
2017-2018,5a9c100d2cb661f29342d159,CanadaWest - Calgary@TrinityWestern,Trinity Western Spartans,Calgary Dinos
2017-2018,5a9bb4842cb661f29392057e,AUS - PrinceEdward@CapeBreton,Cape Breton Capers,Prince Edward Island Panthers
2017-2018,5a9bba4b2cb661f293d8f3f4,RSEQ - McGill@Laval,Laval University,McGill University Martlets
2017-2018,5a9be39c2cb661f293aa6e3c,OUA - CarletonUni@McMaster,McMaster Marauders,Carleton University Ravens
2017-2018,5a9b26fb2cb661f2932b2800,AUS - SaintMary's(CAN)@Acadia,Acadia Axewomen,Saint Mary's (CAN) Huskies
2017-2018,5a9a848a2cb661f2931d6ad4,CanadaWest - Saskatchewan@Regina,Regina (Canada) Cougars,Saskatchewan Huskies
2017-2018,5a99f62d2cb661f293340c4c,AUS - MemorialCan@SaintMary's(CAN),Saint Mary's (CAN) Huskies  ,Memorial Sea-Hawks
2017-2018,5a99f92c2cb661f2935eb031,AUS - NewBrunswick@PrinceEdward,Prince Edward Island Panthers,New Brunswick Varsity Reds
2017-2018,5a97e5472cb661f2937bf630,OUA - UniOttawa@McMaster,McMaster Marauders,Ottawa Gee-Gees
2017-2018,5a97ba922cb661f293484505,OUA - Windsor@CarletonUni,Carleton University Ravens,Windsor Lancers
2017-2018,5a98740d2cb661f2937abe72,RSEQ - Bishops@McGill,McGill University Martlets,Bishops Gaiters
2017-2018,5a98a0e42cb661f293e61a55,RSEQ - QuebecMontreal@Laval,Laval University,University Quebec - Montreal
2017-2018,5a92da4ae182fd4d2f7ae2ae,CanadaWest - TrinityWestern@Saskatchewan,Saskatchewan Huskies,Trinity Western Spartans
2017-2018,5a92e251e182fd4d2fc98c4f,OUA - Lakehead@Windsor,Windsor Lancers,Lakehead University Thunderwolves
2017-2018,5a92c65fe182fd4d2fc4da4b,OUA - UniOttawa@QueensOntario,Queens (ON) University Golden Gaels,Ottawa Gee-Gees
2017-2018,5a92b23be182fd4d2f1738e0,Dalhousie@PrinceEdward,Prince Edward Island Panthers,Dalhousie Tigers
2017-2018,5a92d81de182fd4d2f66cdf5,OUA - RyersonUni@CarletonUni,Carleton University Ravens,Ryerson University Rams
2017-2018,5a92d317e182fd4d2f33b5d1,StFrancisXavier@NewBrunswick,New Brunswick Varsity Reds,St. Francis Xavier X-Men
2017-2018,5a95b9d12cb661f29376facf,Laval@Concordia(QUE),Concordia (QUE) Stingers,Laval University
2017-2018,5a927a3be182fd4d2f57374d,OUA - WesternOntario@McMaster,McMaster Marauders,Western Ontario Mustangs
2017-2018,5a931748e182fd4d2fb80a95,QuebecMontreal@McGill,McGill University Martlets,University Quebec - Montreal
2017-2018,5a9218492cb661f293ec4abf,SaintMary's(CAN)@MemorialCan,Memorial Sea-Hawks,Saint Mary's (CAN) Huskies  
2017-2018,5a9133b82cb661f29384d9ba,CanadaWest - Calgary@Regina,Regina (Canada) Cougars,Calgary Dinos
2017-2018,5a9134792cb661f29390a894,CanadaWest - TrinityWestern@Saskatchewan,Saskatchewan Huskies,Trinity Western Spartans
2017-2018,5a915ed72cb661f293b50d22,Concordia(QUE)@Bishops,Bishops Gaiters,Concordia (QUE) Stingers
2017-2018,5a91125f2cb661f2933a0892,SaintMary's(CAN)@MemorialCan,Memorial Sea-Hawks,Saint Mary's (CAN) Huskies  
2017-2018,5a912e742cb661f2934587bb,StFrancisXavier@PrinceEdward,Prince Edward Island Panthers,St. Francis Xavier X-Women
2017-2018,5a913bba2cb661f2930777d2,Dalhousie@NewBrunswick,New Brunswick Varsity Reds,Dalhousie Tigers
2017-2018,5a9121652cb661f293ca99eb,Acadia@CapeBreton,Cape Breton Capers,Acadia Axewomen
2017-2018,5a900df32cb661f2934ae503,CanadaWest - Calgary@Regina,Regina (Canada) Cougars,Calgary Dinos
2017-2018,5a90020b2cb661f293ee7bdc,CanadaWest - TrinityWestern@Saskatchewan,Saskatchewan Huskies,Trinity Western Spartans
2017-2018,5a8fefde2cb661f29369df03,McGill@Laval,Laval University,McGill University Martlets
2017-2018,5a8e81612cb661f293d7594a,OUA - Laurier@Lakehead,Lakehead University Thunderwolves,Wilfrid Laurier
2017-2018,5a8eacad2cb661f29316cea0,OUA - WesternOntario@Guelph,Guelph Gryphons,Western Ontario Mustangs
2017-2018,5a8e9b3a2cb661f29391ed5d,OUA - TorontoVarBlues@UniOttawa,Ottawa Gee-Gees,Toronto Varsity Blues
2017-2018,5a8ec16b2cb661f293c24ace,OUA - York(ONT)@RyersonUni,Ryerson University Rams,York (ONT) Lions
2017-2018,5a8b1ba6f63adec3bbb73c65,QuebecMontreal@Laval,Laval University,University Quebec - Montreal
2017-2018,5a8afcf5f63adec3bb13ef65,MemorialCan@StFrancisXavier,St. Francis Xavier X-Men,Memorial Sea-Hawks
2017-2018,5a89d8fef63adec3bbd6cee9,CanadaWest - Victoria@Calgary,Calgary Dinos,Victoria Vikes
2017-2018,5a8aa4baf63adec3bbab9dca,Acadia@Dalhousie,Dalhousie Tigers,Acadia Axewomen
2017-2018,5a8a9fcbf63adec3bb8a005d,Laurentian@RyersonUni,Ryerson University Rams,Laurentian Voyageurs 
2017-2018,5a89fc06f63adec3bb32b211,QueensOntario@CarletonUni,Carleton University Ravens,Queens (ON) University Golden Gaels
2017-2018,5a89e5f7f63adec3bb569114,York(ONT)@UniOttawa,Ottawa Gee-Gees,York (ONT) Lions
2017-2018,5a8aa26af63adec3bb9c600c,Nipissing@TorontoVarBlues,Toronto Varsity Blues,Nipissing Lakers
2017-2018,5a899551f63adec3bb270463,Laurier@Lakehead,Lakehead University Thunderwolves,Wilfrid Laurier
2017-2018,5a89f782f63adec3bb04dce1,PrinceEdward@NewBrunswick,New Brunswick Varsity Reds,Prince Edward Island Panthers
2017-2018,5a8a0f4ff63adec3bb01874e,Algoma@McMaster,McMaster Marauders,Algoma Thunderbirds
2017-2018,5a89f6b4f63adec3bbfc2813,MemorialCan@StFrancisXavier,St. Francis Xavier X-Men,Memorial Sea-Hawks
2017-2018,5a8978c5f63adec3bb389fbc,CapeBreton@SaintMary's(CAN),Saint Mary's (CAN) Huskies  ,Cape Breton Capers
2017-2018,5a89cb98f63adec3bb4f7c16,Bishops@McGill,McGill University Martlets,Bishops Gaiters
2017-2018,5a892704f63adec3bb0f834d,WesternOntario@Guelph,Guelph Gryphons,Western Ontario Mustangs
2017-2018,5a8988c6f63adec3bbb6a5b6,Brock@Windsor,Windsor Lancers,Brock Badgers
2017-2018,5a8c17aff63adec3bbd87f64,Canada West - Winnipeg@Saskatchewan,Saskatchewan Huskies,Winnipeg Wesmen
2017-2018,5a885950f63adec3bb4a06ea,CanadaWest - Alberta@TrinityWestern,Trinity Western Spartans,Alberta Pandas
2017-2018,5a882b80f63adec3bbe5e15a,CanadaWest - BritishColumbia@Regina,Regina (Canada) Cougars,British Columbia Thunderbirds
2017-2018,5a8828aaf63adec3bbd32652,CanadaWest - Victoria@Calgary,Calgary Dinos,Victoria Vikes
2017-2018,5a881f4ef63adec3bb93fa94,CanadaWest - Winnipeg@Saskatchewan,Saskatchewan Huskies,Winnipeg Wesmen
2017-2018,5a883f54f63adec3bb771184,Algoma@McMaster,McMaster Marauders,Algoma Thunderbirds
2017-2018,5a881046f63adec3bb35bfb0,Waterloo@Windsor,Windsor Lancers,Waterloo Warriors
2017-2018,5a882459f63adec3bbb5e5a0,Nipissing@RyersonUni,Ryerson University Rams,Nipissing Lakers
2017-2018,5a881b29f63adec3bb7a2541,PrinceEdward@NewBrunswick,New Brunswick Varsity Reds,Prince Edward Island Panthers
2017-2018,5a88007bf63adec3bbd4cbff,CapeBreton@SaintMary's(CAN),Saint Mary's (CAN) Huskies  ,Cape Breton Capers
2017-2018,5a88063bf63adec3bbf9a20f,Laurentian@TorontoVarBlues,Toronto Varsity Blues,Laurentian Voyageurs 
2017-2018,5a881580f63adec3bb55a0a2,York(ONT)@CarletonUni,Carleton University Ravens,York (ONT) Lions
2017-2018,5a8817d6f63adec3bb6553bd,QueensOntario@UniOttawa,Ottawa Gee-Gees,Queens (ON) University Golden Gaels
2017-2018,5a88078bf63adec3bb0158bb,Laurier@Lakehead,Lakehead University Thunderwolves,Wilfrid Laurier
2017-2018,5a86e33ff63adec3bbce3101,CanadaWest - Winnipeg@Saskatchewan,Saskatchewan Huskies,Winnipeg Wesmen
2017-2018,5a872373f63adec3bbac2649,CanadaWest - Alberta@TrinityWestern,Trinity Western Spartans,Alberta Pandas
2017-2018,5a86ca96f63adec3bb23b4a3,CanadaWest - BritishColumbia@Regina,Regina (Canada) Cougars,British Columbia Thunderbirds
2017-2018,5a86acf8f63adec3bb671e57,Concordia(QUE)@QuebecMontreal,University Quebec - Montreal,Concordia (QUE) Stingers
2017-2018,5a87662df63adec3bbc1c76e,Dalhousie@Acadia,Acadia Axewomen,Dalhousie Tigers
2017-2018,5a8548b9f63adec3bbef9e8a,Guelph@Waterloo,Waterloo Warriors,Guelph Gryphons
2017-2018,5a85abf5f63adec3bb379852,Brock@WesternOntario,Western Ontario Mustangs,Brock Badgers
2017-2018,5a81cce7f63adec3bbc1eee1,Bishops@Laval,Laval University,Bishops Gaiters
2017-2018,5a8086cc6ca03e9fbbc9279b,UniOttawa@Nipissing,Nipissing Lakers,Ottawa Gee-Gees
2017-2018,5a80e0396ca03e9fbb382ee2,TorontoVarBlues@York(ONT),York (ONT) Lions,Toronto Varsity Blues
2017-2018,5a80d45f6ca03e9fbbe85bed,CarletonUni@Laurentian,Laurentian Voyageurs,Carleton University Ravens
2017-2018,5a809f2d6ca03e9fbb70b4a1,Lakehead@Brock,Brock Badgers,Lakehead University Thunderwolves
2017-2018,5a80a1ae6ca03e9fbb823a97,RyersonUni@QueensOntario,Queens (ON) University Golden Gaels,Ryerson University Rams
2017-2018,5a8183576ca03e9fbbf55196,CapeBreton@Acadia,Acadia Axewomen,Cape Breton Capers
2017-2018,5a880960f63adec3bb0c4fb3,Laval@Bishops,Bishops Gaiters,Laval University
2017-2018,5a80a20e6ca03e9fbb84ca79,Windsor@Algoma,Algoma Thunderbirds,Windsor Lancers
2017-2018,5a8029e96ca03e9fbbab91a7,WesternOntario@McMaster,McMaster Marauders,Western Ontario Mustangs
2017-2018,5a81b83b6ca03e9fbb2805a0,Guelph@Laurier,Wilfrid Laurier,Guelph Gryphons
2017-2018,5a830a3ef63adec3bb7f6e81,McGill@Concordia(QUE),Concordia (QUE) Stingers,McGill University Martlets
2017-2018,5a81900c6ca03e9fbb3c0d8a,CanadaWest - ManitobaBisons@Alberta,Alberta Pandas,Manitoba Bisons
2017-2018,5a7edc2a6ca03e9fbb59903f,CapeBreton@Dalhousie,Dalhousie Tigers,Cape Breton Capers
2017-2018,5a7efd116ca03e9fbb06c326,Guelph@Waterloo,Waterloo Warriors,Guelph Gryphons
2018-2019,5c7d4d3d85d07ba9768c4c4b,USport - McMaster@Laval,Laval University,McMaster Marauders
2018-2019,5c7d4d3d85d07ba9768c4c30,USport - UniOttawa@Saskatchewan,Saskatchewan Huskies,Ottawa Gee-Gees
2018-2019,5c7d4d3d85d07ba9768c4b3b,USport - RyersonUni@Acadia,Acadia Axewomen,Ryerson University Rams
2018-2019,5c7d4d3d85d07ba9768c4ac7,USport - UniOttawa@Laval,Laval University,Ottawa Gee-Gees
2018-2019,5c7d4d3c85d07ba9768c4aa2,USport - Saskatchewan@McMaster,McMaster Marauders,Saskatchewan Huskies
2018-2019,5c7d4d3c85d07ba9768c4a86,USport - RyersonUni@Regina,Regina (Canada) Cougars,Ryerson University Rams
2018-2019,5c7d4d3c85d07ba9768c4a2d,USport - Concordia(QUE)@Acadia,Acadia Axewomen,Concordia (QUE) Stingers
2018-2019,5c7d4e6885d07ba97690dbae,Regina@USport - UniOttawa,Ottawa Gee-Gees,Regina (Canada) Cougars
2018-2019,5c7d4e6885d07ba97690db82,RyersonUni@Laval,Laval University,Toronto Metropolitan University
2018-2019,5c7d4e6885d07ba97690db60,Acadia@Saskatchewan,Saskatchewan Huskies,Acadia Axewomen
2018-2019,5c7d4e6885d07ba97690db52,Concordia(QUE)@USport - McMaster,McMaster Marauders,Concordia (QUE) Stingers
2018-2019,5c75630d85d07ba976034184,AUS - MemorialCan@Acadia,Acadia Axewomen,Memorial Sea-Hawks
2018-2019,5c75630d85d07ba976034172,AUS - Acadia@PrinceEdward,Prince Edward Island Panthers,Acadia Axewomen
2018-2019,5c75630d85d07ba976034163,AUS - MemorialCan@CapeBreton,Cape Breton Capers,Memorial Sea-Hawks
2018-2019,5c6eb9fc85d07ba976025afb,OUA - McMaster@UniOttawa,Ottawa Gee-Gees,McMaster Marauders
2018-2019,5c7568ea85d07ba9761fb9be,RSEQ - Concordia(QUE)@Laval,Laval University,Concordia (QUE) Stingers
2018-2019,5c77f80185d07ba976380c38,CanadaWest - Regina@Saskatchewan,Saskatchewan Huskies,Regina (Canada) Cougars
2018-2019,5c75630d85d07ba97603414e,AUS - Dalhousie@Acadia,Acadia Axewomen,Dalhousie Tigers
2018-2019,5c75630d85d07ba976034131,AUS - Quarterfinal #1,New Brunswick Varsity Reds,Memorial Sea-Hawks
2018-2019,5c6eb9fc85d07ba976025aeb,OUA - CarletonUni@McMaster,McMaster Marauders,Carleton University Ravens
2018-2019,5c7568ea85d07ba9761fb995,RSEQ - McGill@Concordia(QUE),Concordia (QUE) Stingers,McGill University Martlets
2018-2019,5c6eb9fc85d07ba976025af3,OUA - Lakehead@UniOttawa,Ottawa Gee-Gees,Lakehead University Thunderwolves
2018-2019,5c7568ea85d07ba9761fb980,RSEQ - QuebecMontreal@Laval,Laval University,University Quebec - Montreal
2018-2019,5c6eb9fc85d07ba976025add,OUA - Guelph@Lakehead,Lakehead University Thunderwolves,Guelph Gryphons
2018-2019,5b78317d11ef0d110340918d,Bishops@QuebecMontreal,University Quebec - Montreal,Bishops Gaiters
2018-2019,5c6eb9fc85d07ba976025acd,OUA - RyersonUni@CarletonUni,Carleton University Ravens,Ryerson University Rams
2018-2019,5b78317d11ef0d1103409193,Laval@McGill,McGill University Martlets,Laval University
2018-2019,5b7b81eaaeda7199398ab4b9,PrinceEdward@StFrancisXavier,St. Francis Xavier X-Women,Prince Edward Island Panthers
2018-2019,5b7b81eaaeda7199398ab4bd,Acadia@NewBrunswick,New Brunswick Varsity Reds,Acadia Axewomen
2018-2019,5c6eb9fc85d07ba976025abf,OUA - Brock@McMaster,McMaster Marauders,Brock Badgers
2018-2019,5c6eb9fc85d07ba976025ab6,OUA - York(ONT)@UniOttawa,Ottawa Gee-Gees,York (ONT) Lions
2018-2019,5c71add885d07ba9766a698c,Dalhousie@MemorialCan,Memorial Sea-Hawks,Dalhousie Tigers
2018-2019,5c6ad71085d07ba976a9a805,CanadaWest - Lethbridge@Saskatchewan,Saskatchewan Huskies,Lethbridge Pronghorns
2018-2019,5c6ad71085d07ba976a9a817,CanadaWest - Regina@Calgary,Calgary Dinos,Regina (Canada) Cougars
2018-2019,5b7b81eaaeda7199398ab4b1,SaintMary's(CAN)@NewBrunswick,New Brunswick Varsity Reds,Saint Mary's (CAN) Huskies  
2018-2019,5b7b81eaaeda7199398ab4ae,PrinceEdward@CapeBreton,Cape Breton Capers,Prince Edward Island Panthers
2018-2019,5c748a4185d07ba9765de779,Dalhousie@MemorialCan,Memorial Sea-Hawks,Dalhousie Tigers
2018-2019,5c6ad71085d07ba976a9a7f3,CanadaWest - Regina@Calgary,Calgary Dinos,Regina (Canada) Cougars
2018-2019,5c6ad71085d07ba976a9a7dc,CanadaWest - Lethbridge@Saskatchewan,Saskatchewan Huskies,Lethbridge Pronghorns
2018-2019,5b78317d11ef0d1103409188,McGill@QuebecMontreal,University Quebec - Montreal,McGill University Martlets
2018-2019,5b78317d11ef0d1103409184,Concordia(QUE)@Laval,Laval University,Concordia (QUE) Stingers
2018-2019,5c6e0a3785d07ba976010986,OUA - York(ONT)@QueensOntario,Queens (ON) University Golden Gaels,York (ONT) Lions
2018-2019,5c6e0a3785d07ba97601099b,OUA - Laurier@Brock,Brock Badgers,Wilfrid Laurier
2018-2019,5c6e0a3785d07ba976010991,OUA - Guelph@Windsor,Windsor Lancers,Guelph Gryphons
2018-2019,5c6df9d485d07ba976e8a509,OUA - Laurentian@RyersonUni,Ryerson University Rams,Laurentian Voyageurs 
2018-2019,5b7b81eaaeda7199398ab4a6,MemorialCan@SaintMary's(CAN),Saint Mary's (CAN) Huskies  ,Memorial Sea-Hawks
2018-2019,5c68ab9685d07ba976ec2e08,CapeBreton@StFrancisXavier,St. Francis Xavier X-Men,Cape Breton Capers
2018-2019,5c69532e85d07ba976646dab,Nipissing@UniOttawa,Ottawa Gee-Gees,Nipissing Lakers
2018-2019,5c6587b385d07ba976a7bc1c,CanadaWest - NorthernBC@Calgary,Calgary Dinos,Northern British Columbia Timberwolves
2018-2019,5b7bb323aeda719939dc2317,Algoma@Windsor,Windsor Lancers,Algoma Thunderbirds
2018-2019,5b78317d11ef0d1103409179,Concordia(QUE)@Bishops,Bishops Gaiters,Concordia (QUE) Stingers
2018-2019,5b7bb323aeda719939dc230e,QueensOntario@RyersonUni,Ryerson University Rams,Queens (ON) University Golden Gaels
2018-2019,5b7bb323aeda719939dc2313,York(ONT)@TorontoVarBlues,Toronto Varsity Blues,York (ONT) Lions
2018-2019,5b78317d11ef0d110340917e,QuebecMontreal@Laval,Laval University,University Quebec - Montreal
2018-2019,5b7bb0caaeda719939d934c6,Brock@Lakehead,Lakehead University Thunderwolves,Brock Badgers
2018-2019,5ba11bb3aeda71993928b619,Laurentian@CarletonUni,Carleton University Ravens,Laurentian Voyageurs 
2018-2019,5b7b81eaaeda7199398ab4a1,MemorialCan@SaintMary's(CAN),Saint Mary's (CAN) Huskies  ,Memorial Sea-Hawks
2018-2019,5b7b81eaaeda7199398ab49e,Acadia@PrinceEdward,Prince Edward Island Panthers,Acadia Axewomen
2018-2019,5b7b7f92aeda719939872a98,NewBrunswick@Dalhousie,Dalhousie Tigers,New Brunswick Varsity Reds
2018-2019,5b7bb0caaeda719939d934bd,McMaster@WesternOntario,Western Ontario Mustangs,McMaster Marauders
