Season,GameID,UTCDate,GameName,Team1_FullName,Team2_FullName,GameID_DB
2022-2023,63316a73e0927e6968ba7a7d,2023-02-11T23:00:00Z,StFrancisXavier@Acadia,Acadia Axewomen,St. Francis Xavier X-Women,W20230211ACASFX
2022-2023,6333f3adcf31008b5389f237,2023-02-11T23:00:00Z,Lakehead@OntarioTech,Ontario Tech,Lakehead University Thunderwolves,W20230211ONTLAK
2022-2023,6332dddbcf31008b531f9a7f,2023-02-11T23:00:00Z,Regina@MacEwan,MacEwan University Griffins,Regina (Canada) Cougars,W20230211MACREG
2022-2023,6333177ccf31008b5378e88a,2023-02-11T23:00:00Z,Brock@WesternOntario,Western Ontario Mustangs,Brock Badgers,W20230211WESBRO
2022-2023,63331c39cf31008b53a1df40,2023-02-11T23:00:00Z,Nipissing@CarletonUni,Carleton University Ravens,Nipissing Lakers,W20230211CARNIP
2022-2023,6334067ccf31008b5357a059,2023-02-11T23:00:00Z,Waterloo@TorontoVarBlues,Toronto Varsity Blues,Waterloo Warriors,W20230211TORWAT
2022-2023,63315b7be0927e6968e46007,2023-02-11T23:00:00Z,QuebecMontreal@Bishops,Bishops Gaiters,University Quebec - Montreal,W20230211BISUQA
2022-2023,6333eefecf31008b535c930d,2023-02-11T23:00:00Z,Windsor@Guelph,Guelph Gryphons,Windsor Lancers,W20230211GUEWIN
2022-2023,6332cfcecf31008b537b8f57,2023-02-11T22:00:00Z,Victoria@BritishColumbia,British Columbia Thunderbirds,Victoria Vikes,W20230211UBCVIC
2022-2023,6331a2b1e0927e6968957f2f,2023-02-11T22:00:00Z,Lethbridge@Alberta,Alberta Pandas,Lethbridge Pronghorns,W20230211ALBLET
2022-2023,6331a630e0927e6968bc8573,2023-02-11T22:00:00Z,NorthernBC@BrandonUni,Brandon University Bobcats,Northern British Columbia Timberwolves,W20230211BRAUNBC
2022-2023,6332d824cf31008b53e2e283,2023-02-11T22:00:00Z,Saskatchewan@FraserValley,Fraser Valley Cascades,Saskatchewan Huskies,W20230211UFVSAS
2022-2023,633319bfcf31008b538b80a8,2023-02-11T21:00:00Z,Laurentian@UniOttawa,Ottawa Gee-Gees,Laurentian Voyageurs,W20230211OTTLAU
2022-2023,6332d35acf31008b53a95e25,2023-02-11T21:00:00Z,MountRoyal@Calgary,Calgary Dinos,Mount Royal Cougars,W20230211CALMRU
2022-2023,63301c64e0927e69681fd0b4,2023-02-11T19:00:00Z,McGill@Concordia(QUE),Concordia (QUE) Stingers,McGill University Martlets,W20230211CONMCG
2022-2023,633321f4cf31008b53cfc90e,2023-02-11T19:00:00Z,McMaster@TorontoMetro,Toronto Metropolitan University,McMaster Marauders,W20230211TMUMAC
2022-2023,63316f17e0927e6968fb60ba,2023-02-11T19:00:00Z,PrinceEdward@CapeBreton,Cape Breton Capers,Prince Edward Island Panthers,W20230211CBUPEI
2022-2023,63330f33cf31008b533f651d,2023-02-11T19:00:00Z,Algoma@Laurier,Wilfrid Laurier,Algoma Thunderbirds,W20230211WLUALG
2022-2023,633415b9cf31008b53fcaa07,2023-02-11T00:30:00Z,ManitobaBisons@ThompsonRivers,Thompson Rivers University Wolfpack,Manitoba Bisons,W20230211TRUMAN
2022-2023,6333233bcf31008b53dbce9d,2023-02-10T23:00:00Z,TorontoMetro@York(ONT),York (ONT) Lions,Toronto Metropolitan University,W20230210YORTMU
2022-2023,633319becf31008b538b7a17,2023-02-10T23:00:00Z,Laurentian@CarletonUni,Carleton University Ravens,Laurentian Voyageurs,W20230210CARLAU
2022-2023,6332d823cf31008b53e2da0b,2023-02-10T23:00:00Z,Saskatchewan@FraserValley,Fraser Valley Cascades,Saskatchewan Huskies,W20230210UFVSAS
2022-2023,6331a2b0e0927e6968956c6f,2023-02-10T23:00:00Z,Lethbridge@Alberta,Alberta Pandas,Lethbridge Pronghorns,W20230210ALBLET
2022-2023,6332d359cf31008b53a953c8,2023-02-10T23:00:00Z,MountRoyal@Calgary,Calgary Dinos,Mount Royal Cougars,W20230210CALMRU
2022-2023,6333f3accf31008b5389ec8b,2023-02-10T23:00:00Z,Lakehead@QueensOntario,Queens (ON) University Golden Gaels,Lakehead University Thunderwolves,W20230210QUELAK
2023-2024,65edb285173dae17746b6827,2024-03-10T23:30:00Z,CarletonUni@Saskatchewan,Saskatchewan Huskies,Carleton University Ravens,W20240310SASCAR
2023-2024,65edb285173dae17746b67f5,2024-03-10T21:00:00Z,QueensOntario@Laval,Laval University,Queens (ON) University Golden Gaels,W20240310LAVQUE
2023-2024,65ecd75d173dae1774659d05,2024-03-10T03:00:00Z,QueensOntario@CarletonUni,Carleton University Ravens,Queens (ON) University Golden Gaels,W20240310CARQUE
2023-2024,65ecd75d173dae1774659cd3,2024-03-10T01:00:00Z,Laval@Saskatchewan,Saskatchewan Huskies,Laval University,W20240310SASLAV
2023-2024,65ecd75d173dae1774659c99,2024-03-09T22:00:00Z,SaintMary's(CAN)@Alberta,Alberta Pandas,Saint Mary's (CAN) Huskies,W20240309ALBSMU
2023-2024,65eae7a7173dae1774afcbd8,2024-03-09T00:00:00Z,Calgary@Alberta,Alberta Pandas,Calgary Dinos,W20240309ALBCAL
2023-2024,65eae7a7173dae1774afcba2,2024-03-08T22:00:00Z,FraserValley@SaintMary's(CAN),Saint Mary's (CAN) Huskies,Fraser Valley Cascades,W20240308SMUUFV
2023-2024,65eae7a6173dae1774afc7f6,2024-03-08T05:00:00Z,Calgary@Saskatchewan,Saskatchewan Huskies,Calgary Dinos,W20240308SASCAL
2023-2024,65eae7a6173dae1774afc82f,2024-03-08T01:00:00Z,Laval@Alberta,Alberta Pandas,Laval University,W20240308ALBLAV
2023-2024,65eae7a6173dae1774afc774,2024-03-07T19:30:00Z,QueensOntario@SaintMary's(CAN),Saint Mary's (CAN) Huskies,Queens (ON) University Golden Gaels,W20240307SMUQUE
2023-2024,650b7db87a4e83e6ee1bdf22,2024-03-07T17:30:00Z,FraserValley@CarletonUni,Carleton University Ravens,Fraser Valley Cascades,W20240307CARUFV
2023-2024,65e0468f173dae1774428b1a,2024-03-03T00:00:00Z,QueensOntario@CarletonUni,Carleton University Ravens,Queens (ON) University Golden Gaels,W20240303CARQUE
2023-2024,65e0c521173dae1774d22e56,2024-03-02T17:00:00Z,Bishops@Laval,Laval University,Bishops Gaiters,W20240302LAVBIS
2023-2024,65dff5b3173dae1774683c90,2024-02-28T23:00:00Z,Concordia(QUE)@Bishops,Bishops Gaiters,Concordia (QUE) Stingers,W20240228BISCON
2023-2024,65dff489173dae177465efe7,2024-02-28T23:00:00Z,TorontoMetro@QueensOntario,Queens (ON) University Golden Gaels,Toronto Metropolitan University,W20240228QUETMU
2023-2024,65ddf91a173dae1774c7ef5c,2024-02-28T19:00:00Z,UniOttawa@CarletonUni,Carleton University Ravens,Ottawa Gee-Gees,W20240228CAROTT
2023-2024,65e0c521173dae1774d22d5e,2024-02-28T17:00:00Z,McGill@Laval,Laval University,McGill University Martlets,W20240228LAVMCG
2023-2024,65d64e35a80a99f43c8b62c3,2024-02-25T21:00:00Z,Alberta@Saskatchewan,Saskatchewan Huskies,Alberta Pandas,W20240225SASALB
2023-2024,65d64e35a80a99f43c8b6278,2024-02-25T19:00:00Z,Victoria@FraserValley,Fraser Valley Cascades,Victoria Vikes,W20240225UFVVIC
2023-2024,65dc5345a80a99f43c7a9df5,2024-02-25T18:00:00Z,NewBrunswick@SaintMary's(CAN),Saint Mary's (CAN) Huskies,New Brunswick Varsity Reds,W20240225SMUUNB
2023-2024,65dab58ea80a99f43c32ab46,2024-02-25T00:33:00Z,Guelph@QueensOntario,Queens (ON) University Golden Gaels,Guelph Gryphons,W20240225QUEGUE
2023-2024,65daa8a9a80a99f43c10ffe3,2024-02-24T23:36:00Z,UniOttawa@Waterloo,Waterloo Warriors,Ottawa Gee-Gees,W20240224WATOTT
2023-2024,65d7a6bda80a99f43cc852a8,2024-02-24T23:00:00Z,McMaster@CarletonUni,Carleton University Ravens,McMaster Marauders,W20240224CARMAC
2023-2024,65d64e34a80a99f43c8b6235,2024-02-24T21:00:00Z,Saskatchewan@FraserValley,Fraser Valley Cascades,Saskatchewan Huskies,W20240224UFVSAS
2023-2024,6511a1efd856707232e82b23,2024-02-24T19:00:00Z,Laval@McGill,McGill University Martlets,Laval University,W20240224MCGLAV
2023-2024,65d64e34a80a99f43c8b61e5,2024-02-24T19:00:00Z,Victoria@Alberta,Alberta Pandas,Victoria Vikes,W20240224ALBVIC
2023-2024,6524c30bc0dd46415a44efe9,2024-02-24T19:00:00Z,Concordia(QUE)@QuebecMontreal,University Quebec - Montreal,Concordia (QUE) Stingers,W20240224UQACON
2023-2024,65da64b2a80a99f43c18e9a7,2024-02-24T18:46:00Z,TorontoMetro@Brock,Brock Badgers,Toronto Metropolitan University,W20240224BROTMU
2023-2024,65d9f0aea80a99f43cb82bbc,2024-02-24T13:32:00Z,MemorialCan@NewBrunswick,New Brunswick Reds,Memorial Sea-Hawks,W20240224UNKMEM
2023-2024,65d9f0aea80a99f43cb82b81,2024-02-24T13:31:00Z,StFrancisXavier@SaintMary's(CAN),Saint Mary's (CAN) Huskies,St. Francis Xavier X-Women,W20240224SMUSFX
2023-2024,65d9f0aea80a99f43cb82b35,2024-02-23T13:31:00Z,MemorialCan@Acadia,Acadia Axewomen,Memorial Sea-Hawks,W20240223ACAMEM
2023-2024,65d9df1aa80a99f43c90234a,2024-02-23T12:15:00Z,StFrancisXavier@PrinceEdward,Prince Edward Island Panthers,St. Francis Xavier X-Women,W20240223UPEISFX
2023-2024,65d64d0ca80a99f43c86c933,2024-02-23T01:00:00Z,BCOkanagan@Saskatchewan,Saskatchewan Huskies,British Columbia - Okanagan,W20240223SASUBCO
2023-2024,65d64d0ca80a99f43c86c8de,2024-02-22T23:00:00Z,Regina@FraserValley,Fraser Valley Cascades,Regina (Canada) Cougars,W20240222UFVREG
2023-2024,65d64d0ca80a99f43c86c87f,2024-02-22T21:00:00Z,Victoria@BritishColumbia,British Columbia Thunderbirds,Victoria Vikes,W20240222UBCVIC
2023-2024,65d64d0ca80a99f43c86c825,2024-02-22T19:00:00Z,Alberta@Calgary,Calgary Dinos,Alberta Pandas,W20240222CALALB
2023-2024,65d64d0ca80a99f43c86c7b9,2024-02-22T00:00:00Z,BCOkanagan@TrinityWestern,Trinity Western Spartans,British Columbia - Okanagan,W20240222TWUUBCO
2023-2024,65d7758ba80a99f43c27cf1c,2024-02-21T23:00:00Z,WesternOntario@TorontoMetro,Toronto Metropolitan University,Western Ontario Mustangs,W20240221TMUWES
2023-2024,6511a1efd856707232e82b19,2024-02-21T23:00:00Z,QuebecMontreal@Bishops,Bishops Gaiters,University Quebec - Montreal,W20240221BISUQA
2023-2024,65d64d0ca80a99f43c86c750,2024-02-21T21:00:00Z,ManitobaBisons@Regina,Regina (Canada) Cougars,Manitoba Bisons,W20240221REGMAN
2023-2024,65d64d0ca80a99f43c86c6d9,2024-02-21T20:00:00Z,Victoria@Lethbridge,Lethbridge Pronghorns,Victoria Vikes,W20240221LETVIC
2023-2024,65d64d0ca80a99f43c86c671,2024-02-21T19:00:00Z,MountRoyal@Alberta,Alberta Pandas,Mount Royal Cougars,W20240221ALBMRU
2023-2024,65d6f951a80a99f43c7d3eea,2024-02-21T07:31:00Z,Windsor@Guelph,Guelph Gryphons,Windsor Lancers,W20240221GUEWIN
2023-2024,65d6f827a80a99f43c77d0a9,2024-02-21T07:30:00Z,Laurier@McMaster,McMaster Marauders,Wilfrid Laurier,W20240221MACWLU
2023-2024,65d6f4a8a80a99f43c704767,2024-02-21T07:14:00Z,Laurentian@UniOttawa,Ottawa Gee-Gees,Laurentian Voyageurs,W20240221OTTLAU
2023-2024,65119c46894543571769d254,2024-02-17T23:00:00Z,CarletonUni@QueensOntario,Queens (ON) University Golden Gaels,Carleton University Ravens,W20240217QUECAR
2023-2024,6511980d3c5559206cf90361,2024-02-17T23:00:00Z,TorontoMetro@York(ONT),York (ONT) Lions,Toronto Metropolitan University,W20240217YORTMU
2023-2024,6511980d3c5559206cf90328,2024-02-17T23:00:00Z,WesternOntario@Laurier,Wilfrid Laurier,Western Ontario Mustangs,W20240217WLUWES
2023-2024,6511980d3c5559206cf90313,2024-02-17T23:00:00Z,TorontoVarBlues@Waterloo,Waterloo Warriors,Toronto Varsity Blues,W20240217WATTOR
2023-2024,65119ae15e357cdeda557bd1,2024-02-17T23:00:00Z,Nipissing@Brock,Brock Badgers,Nipissing Lakers,W20240217BRONIP
2023-2024,65119c46894543571769d22d,2024-02-17T23:00:00Z,Guelph@Laurentian,Laurentian Voyageurs,Guelph Gryphons,W20240217LAUGUE
2023-2024,65119541a7700f5badf41bb7,2024-02-17T23:00:00Z,Lakehead@McMaster,McMaster Marauders,Lakehead University Thunderwolves,W20240217MACLAK
2023-2024,6511980d3c5559206cf90353,2024-02-17T21:00:00Z,Algoma@Windsor,Windsor Lancers,Algoma Thunderbirds,W20240217WINALG
2023-2024,651196a6c26e1db3656cb2ce,2024-02-17T21:00:00Z,UniOttawa@OntarioTech,Ontario Tech,Ottawa Gee-Gees,W20240217ONTOTT
2023-2024,6524c30bc0dd46415a44efbb,2024-02-17T19:00:00Z,Concordia(QUE)@McGill,McGill University Martlets,Concordia (QUE) Stingers,W20240217MCGCON
2023-2024,650a522f8e51437100083f07,2024-02-17T08:07:00Z,SaintMary's(CAN)@MemorialCan,Memorial Sea-Hawks,Saint Mary's (CAN) Huskies,W20240217MEMSMU
2023-2024,650a522f8e51437100083f0d,2024-02-17T08:07:00Z,CapeBreton@StFrancisXavier,St. Francis Xavier X-Women,Cape Breton Capers,W20240217SFXCB
2023-2024,650a522f8e51437100083efe,2024-02-16T23:00:00Z,PrinceEdward@CapeBreton,Cape Breton Capers,Prince Edward Island Panthers,W20240216CBUPEI
2023-2024,6508551bd828458ab4d2a5de,2024-02-16T23:00:00Z,Acadia@NewBrunswick,New Brunswick Varsity Reds,Acadia Axewomen,W20240216UNBACA
2023-2024,6508d94cba414280670401e1,2024-02-16T23:00:00Z,StFrancisXavier@Dalhousie,Dalhousie Tigers,St. Francis Xavier X-Women,W20240216DALSFX
2023-2024,651196a6c26e1db3656cb2cd,2024-02-16T23:00:00Z,CarletonUni@OntarioTech,Ontario Tech,Carleton University Ravens,W20240216ONTCAR
2023-2024,6511980d3c5559206cf90342,2024-02-16T23:00:00Z,TorontoVarBlues@Laurier,Wilfrid Laurier,Toronto Varsity Blues,W20240216WLUTOR
2023-2024,6511a1efd856707232e82b18,2024-02-16T23:00:00Z,Bishops@Laval,Laval University,Bishops Gaiters,W20240216LAVBIS
2023-2024,65119c46894543571769d22c,2024-02-16T23:00:00Z,Guelph@Nipissing,Nipissing Lakers,Guelph Gryphons,W20240216NIPGUE
2023-2024,6511980d3c5559206cf90352,2024-02-16T23:00:00Z,Algoma@Windsor,Windsor Lancers,Algoma Thunderbirds,W20240216WINALG
2023-2024,65119c46894543571769d246,2024-02-16T23:00:00Z,UniOttawa@QueensOntario,Queens (ON) University Golden Gaels,Ottawa Gee-Gees,W20240216QUEOTT
2023-2024,65119541a7700f5badf41bb6,2024-02-16T23:00:00Z,Lakehead@McMaster,McMaster Marauders,Lakehead University Thunderwolves,W20240216MACLAK
2023-2024,650a522f8e51437100083f06,2024-02-16T08:07:00Z,SaintMary's(CAN)@MemorialCan,Memorial Sea-Hawks,Saint Mary's (CAN) Huskies,W20240216MEMSMU
2023-2024,6511980d3c5559206cf90360,2024-02-14T23:00:00Z,York(ONT)@TorontoMetro,Toronto Metropolitan University,York (ONT) Lions,W20240214TMUYOR
2023-2024,650b8791660c73f0335407ed,2024-02-14T23:00:00Z,ThompsonRivers@Victoria,Victoria Vikes,Thompson Rivers University Wolfpack,W20240214VICTRU
2023-2024,6511980d3c5559206cf90312,2024-02-14T23:00:00Z,WesternOntario@Waterloo,Waterloo Warriors,Western Ontario Mustangs,W20240214WATWES
2023-2024,65119ae15e357cdeda557bcd,2024-02-11T17:00:00Z,Algoma@Laurentian,Laurentian Voyageurs,Algoma Thunderbirds,W20240211LAUALG
2023-2024,65c6e5afe60e5f5399a22583,2024-02-11T02:50:00Z,StFrancisXavier@NewBrunswick,New Brunswick Varsity Reds,St. Francis Xavier X-Women,W20240211UNBSFX
2023-2024,650b88f8d3304fc65131f2ff,2024-02-11T00:00:00Z,Saskatchewan@NorthernBC,Northern British Columbia Timberwolves,Saskatchewan Huskies,W20240211UNBCSAS
2023-2024,6511a1efd856707232e82b21,2024-02-10T23:00:00Z,McGill@Laval,Laval University,McGill University Martlets,W20240210LAVMCG
2023-2024,650a522f8e51437100083efd,2024-02-10T23:00:00Z,MemorialCan@PrinceEdward,Prince Edward Island Panthers,Memorial Sea-Hawks,W20240210UPEIMEM
2023-2024,6508d94cba414280670401e0,2024-02-10T23:00:00Z,Dalhousie@CapeBreton,Cape Breton Capers,Dalhousie Tigers,W20240210CBDAL
2023-2024,651196a6c26e1db3656cb2cc,2024-02-10T23:00:00Z,OntarioTech@Lakehead,Lakehead University Thunderwolves,Ontario Tech,W20240210LAKONT
2023-2024,65119541a7700f5badf41bb5,2024-02-10T23:00:00Z,Brock@McMaster,McMaster Marauders,Brock Badgers,W20240210MACBRO
2023-2024,6511980d3c5559206cf90327,2024-02-10T23:00:00Z,WesternOntario@Guelph,Guelph Gryphons,Western Ontario Mustangs,W20240210GUEWES
2023-2024,653963809f8029d7f9e2edea,2024-02-10T23:00:00Z,SaintMary's(CAN)@Acadia,Acadia Axewomen,Saint Mary's (CAN) Huskies,W20240210ACASMU
2023-2024,6511980d3c5559206cf90341,2024-02-10T23:00:00Z,York(ONT)@Laurier,Wilfrid Laurier,York (ONT) Lions,W20240210WLUYOR
2023-2024,651196a6c26e1db3656cb2dc,2024-02-10T23:00:00Z,TorontoMetro@CarletonUni,Carleton University Ravens,Toronto Metropolitan University,W20240210CARTMU
2023-2024,650b83558d6c0b0b0d86edd7,2024-02-10T23:00:00Z,Winnipeg@Regina,Regina (Canada) Cougars,Winnipeg Wesmen,W20240210REGWIN
2023-2024,650b84bf0e63a2149f6975f8,2024-02-10T22:30:00Z,MountRoyal@ThompsonRivers,Thompson Rivers University Wolfpack,Mount Royal Cougars,W20240210TRUMRU
2023-2024,650a57cc7a7c680e8941b948,2024-02-10T22:00:00Z,Alberta@Lethbridge,Lethbridge Pronghorns,Alberta Pandas,W20240210LETALB
2023-2024,650b7db87a4e83e6ee1bdf30,2024-02-10T22:00:00Z,TrinityWestern@FraserValley,Fraser Valley Cascades,Trinity Western Spartans,W20240210UFVTWU
2023-2024,65119f16a9415113e4b9e5d7,2024-02-10T21:00:00Z,TorontoVarBlues@UniOttawa,Ottawa Gee-Gees,Toronto Varsity Blues,W20240210OTTTOR
2023-2024,6511980d3c5559206cf90311,2024-02-10T21:00:00Z,Windsor@Waterloo,Waterloo Warriors,Windsor Lancers,W20240210WATWIN
2023-2024,651371e0d8ae024d500b3195,2024-02-10T18:00:00Z,QuebecMontreal@Concordia(QUE),Concordia (QUE) Stingers,University Quebec - Montreal,W20240210CONUQA
2023-2024,650b7ae9826e94b7e1245c58,2024-02-10T11:07:00Z,Calgary@BritishColumbia,British Columbia Thunderbirds,Calgary Dinos,W20240210UBCCAL
2023-2024,650b7ae9826e94b7e1245c48,2024-02-10T11:07:00Z,BCOkanagan@ManitobaBisons,Manitoba Bisons,British Columbia - Okanagan,W20240210MANUBCO
2023-2024,650b7db87a4e83e6ee1bdf44,2024-02-10T10:07:00Z,Victoria@MacEwan,MacEwan University Griffins,Victoria Vikes,W20240210MACVIC
2023-2024,650b88f8d3304fc65131f2fe,2024-02-10T01:00:00Z,Saskatchewan@NorthernBC,Northern British Columbia Timberwolves,Saskatchewan Huskies,W20240210UNBCSAS
2023-2024,65119f16a9415113e4b9e5c4,2024-02-09T23:00:00Z,TorontoMetro@UniOttawa,Ottawa Gee-Gees,Toronto Metropolitan University,W20240209OTTTMU
2023-2024,650a522f8e51437100083efc,2024-02-09T23:00:00Z,MemorialCan@PrinceEdward,Prince Edward Island Panthers,Memorial Sea-Hawks,W20240209UPEIMEM
2023-2024,6508d94cba414280670401df,2024-02-09T23:00:00Z,Dalhousie@CapeBreton,Cape Breton Capers,Dalhousie Tigers,W20240209CBDAL
2023-2024,65119c46894543571769d253,2024-02-09T23:00:00Z,QueensOntario@Lakehead,Lakehead University Thunderwolves,Queens (ON) University Golden Gaels,W20240209LAKQUE
2023-2024,65119541a7700f5badf41bb4,2024-02-09T23:00:00Z,McMaster@Waterloo,Waterloo Warriors,McMaster Marauders,W20240209WATMAC
2023-2024,65119ae15e357cdeda557bd0,2024-02-09T23:00:00Z,Laurentian@Brock,Brock Badgers,Laurentian Voyageurs,W20240209BROLAU
2024-2025,66d5e6e8e6278f51f7733500,2024-10-26T22:00:00Z,TorontoMetro@Laurentian,Laurentian Voyageurs,Toronto Metropolitan University,W20241026LAUTMU
2024-2025,66d5e3658b28ebe64a579548,2024-10-26T17:00:00Z,QueensOntario@Guelph,Guelph Gryphons,Queens (ON) University Golden Gaels,W20241026GUEQUE
2024-2025,66d5f3cbb211625d6a8de4cc,2024-10-25T22:00:00Z,Windsor@UniOttawa,Ottawa Gee-Gees,Windsor Lancers,W20241025OTTWIN
2024-2025,66d605603664b69ade85025b,2024-10-25T22:00:00Z,Laurier@York(ONT),York (ONT) Lions,Wilfrid Laurier,W20241025YORWLU
2024-2025,66d5dc5b211564822295ee56,2024-10-25T22:00:00Z,WesternOntario@CarletonUni,Carleton University Ravens,Western Ontario Mustangs,W20241025CARWES
2024-2025,66d5ecd08428516b919b5be4,2024-10-25T22:00:00Z,TorontoMetro@Nipissing,Nipissing Lakers,Toronto Metropolitan University,W20241025NIPTMU
2024-2025,66d36a95ae35cd516dee3fe3,2024-10-25T20:00:00Z,Lethbridge@BritishColumbia,British Columbia Thunderbirds,Lethbridge Pronghorns,W20241025UBCLET
2024-2025,671cd64644571cdd5df57afb,2024-10-25T17:00:00Z,OntarioTech@McMaster,McMaster Marauders,Ontario Tech,W20241025MACONT
2024-2025,66d5d55480268844545cd928,2024-10-24T22:00:00Z,Guelph@Brock,Brock Badgers,Guelph Gryphons,W20241024BROGUE
2024-2025,671b13f8150da995241f0ecb,2024-10-24T16:00:00Z,ThompsonRivers@WallaWalla,Walla Walla Wolves,Thompson Rivers University Wolfpack,W20241024UNKTRU
2024-2025,670c8a78ed793081a182ef2f,2024-10-21T03:00:00Z,SaintMary's(CAN)@Guelph,Guelph Gryphons,Saint Mary's (CAN) Huskies,W20241021GUESMU
2024-2025,670eecf4ec091f803abb097f,2024-10-20T18:00:00Z,StFrancisXavier@McGill,McGill University Martlets,St. Francis Xavier X-Women,W20241020MCGSFX
2024-2025,67153e328a37abdebd37c3e9,2024-10-20T17:30:00Z,Concordia(QUE)@McMaster,McMaster Marauders,Concordia (QUE) Stingers,W20241020MACCON
2024-2025,67153e328a37abdebd37c3ea,2024-10-20T17:30:00Z,Acadia@Laurier,Wilfrid Laurier,Acadia Axewomen,W20241020WLUACA
2024-2025,67153e328a37abdebd37c3e8,2024-10-20T17:30:00Z,CapeBreton@WesternOntario,Western Ontario Mustangs,Cape Breton Capers,W20241020WESCB
2024-2025,67153e328a37abdebd37c3eb,2024-10-20T17:30:00Z,Saskatchewan@TorontoMetro,Toronto Metropolitan University,Saskatchewan Huskies,W20241020TMUSAS
2024-2025,670eecf4ec091f803abb097e,2024-10-20T14:00:00Z,NorthernBC@Laurentian,Laurentian Voyageurs,Northern British Columbia Timberwolves,W20241020LAUUNBC
2024-2025,670c8a78ed793081a182ef2e,2024-10-20T03:00:00Z,Guelph@Laval,Laval University,Guelph Gryphons,W20241020LAVGUE
2024-2025,6715ac4fe5553adbcc0f33d4,2024-10-20T01:18:00Z,CarletonUni@ManitobaBisons,Manitoba Bisons,Carleton University Ravens,W20241020MANCAR
2024-2025,67131636f21a4a3b307ede70,2024-10-19T22:00:00Z,Laurier@TorontoMetro,Toronto Metropolitan University,Wilfrid Laurier,W20241019TMUWLU
2024-2025,66d36135e54db750e29738a6,2024-10-19T22:00:00Z,Alberta@Victoria,Victoria Vikes,Alberta Pandas,W20241019VICALB
2024-2025,6712d5bb68279966d25e4b5e,2024-10-19T21:37:00Z,Windsor@Waterloo,Waterloo Warriors,Windsor Lancers,W20241019WATWIN
2024-2025,670ee4c01a3988d1de103b14,2024-10-19T21:00:00Z,Winnipeg@Dalhousie,Dalhousie Tigers,Winnipeg Wesmen,W20241019DALWIN
2024-2025,670eecf4ec091f803abb097d,2024-10-19T21:00:00Z,Laurentian@McGill,McGill University Martlets,Laurentian Voyageurs,W20241019MCGLAU
2024-2025,671807d04c305e214a448355,2024-10-19T20:00:00Z,ThompsonRivers@MacEwan,MacEwan University Griffins,Thompson Rivers University Wolfpack,W20241019MACTRU
2024-2025,67059077141b4fa31c47dfc3,2024-10-19T20:00:00Z,Algoma@NewBrunswick,New Brunswick Reds,Algoma Thunderbirds,W20241019UNKALG
2024-2025,66d5f049415b1f48d4cb0208,2024-10-19T20:00:00Z,TorontoVarBlues@OntarioTech,Ontario Tech,Toronto Varsity Blues,W20241019ONTTOR
2024-2025,67131636f21a4a3b307ede6f,2024-10-19T20:00:00Z,Saskatchewan@Acadia,Acadia Axewomen,Saskatchewan Huskies,W20241019ACASAS
2024-2025,66d5d55480268844545cd927,2024-10-19T19:00:00Z,MountRoyal@Brock,Brock Badgers,Mount Royal Cougars,W20241019BROMRU
2024-2025,66d36a95ae35cd516dee3fe2,2024-10-19T19:00:00Z,BritishColumbia@Regina,Regina (Canada) Cougars,British Columbia Thunderbirds,W20241019REGUBC
2024-2025,6715c997f36cb9288031d136,2024-10-19T18:00:00Z,QuebecMontreal@QueensOntario,Queens (ON) University Golden Gaels,University Quebec - Montreal,W20241019QUEUQA
2024-2025,671401bf480700636164164b,2024-10-19T18:00:00Z,CapeBreton@Concordia(QUE),Concordia (QUE) Stingers,Cape Breton Capers,W20241019CONCB
2024-2025,6715407d694c312d66fa613e,2024-10-19T17:30:00Z,FraserValley@MemorialCan,Memorial Sea-Hawks,Fraser Valley Cascades,W20241019MEMUFV
2024-2025,670eecf3ec091f803abb097c,2024-10-19T17:00:00Z,StFrancisXavier@NorthernBC,Northern British Columbia Timberwolves,St. Francis Xavier X-Women,W20241019UNBCSFX
2024-2025,671401bf480700636164164a,2024-10-19T16:00:00Z,McMaster@WesternOntario,Western Ontario Mustangs,McMaster Marauders,W20241019WESMAC
2024-2025,6715ac4fe5553adbcc0f33d3,2024-10-19T01:18:00Z,QuebecMontreal@CarletonUni,Carleton University Ravens,University Quebec - Montreal,W20241019CARUQA
2024-2025,66d605603664b69ade85025a,2024-10-18T23:00:00Z,Concordia(QUE)@Laurier,Wilfrid Laurier,Concordia (QUE) Stingers,W20241018WLUCON
2024-2025,66d5d2fea224de1849e2e4b5,2024-10-18T23:00:00Z,Algoma@Dalhousie,Dalhousie Tigers,Algoma Thunderbirds,W20241018DALALG
2024-2025,66d5ff84ec5f00806b01244e,2024-10-18T22:00:00Z,FraserValley@Waterloo,Waterloo Warriors,Fraser Valley Cascades,W20241018WATUFV
2024-2025,66d36135e54db750e29738a5,2024-10-18T22:00:00Z,Alberta@BritishColumbia,British Columbia Thunderbirds,Alberta Pandas,W20241018UBCALB
2024-2025,66d38a38bf67a7f88735c5e1,2024-10-18T22:00:00Z,Regina@Victoria,Victoria Vikes,Regina (Canada) Cougars,W20241018VICREG
2024-2025,670eecf3ec091f803abb097b,2024-10-18T22:00:00Z,NorthernBC@McGill,McGill University Martlets,Northern British Columbia Timberwolves,W20241018MCGUNBC
2024-2025,66d365e5171fa05d9b725935,2024-10-18T22:00:00Z,MacEwan@BCOkanagan,British Columbia - Okanagan,MacEwan University Griffins,W20241018UBCOMAC
