Season,GameID,UTCDate,GameName,Team1_FullName,Team2_FullName,GameID_DB
2024-2025,6712d5bb68279966d25e4b5d,2024-10-18T21:36:00Z,MemorialCan@Windsor,Windsor Lancers,Memorial Sea-Hawks,W20241018WINMEM
2024-2025,670e78ef30382acc950ed620,2024-10-18T21:00:00Z,CapeBreton@TorontoMetro,Toronto Metropolitan University,Cape Breton Capers,W20241018TMUCB
2024-2025,67059077141b4fa31c47dfc2,2024-10-18T20:00:00Z,NewBrunswick@Winnipeg,Winnipeg Wesmen,New Brunswick Reds,W20241018WINUNK
2024-2025,66d5f625e5769c2381487715,2024-10-18T20:00:00Z,ManitobaBisons@QueensOntario,Queens (ON) University Golden Gaels,Manitoba Bisons,W20241018QUEMAN
2024-2025,6712ead5f241efc32423d75b,2024-10-18T19:00:00Z,MountRoyal@Brock,Brock Badgers,Mount Royal Cougars,W20241018BROMRU
2024-2025,6712d36a5e4e0b190237de5b,2024-10-18T19:00:00Z,Saskatchewan@McMaster,McMaster Marauders,Saskatchewan Huskies,W20241018MACSAS
2024-2025,66d60d94d04cfacf4e63d527,2024-10-18T18:00:00Z,Bishops@Guelph,Guelph Gryphons,Bishops Gaiters,W20241018GUEBIS
2024-2025,66fc2cf607216d1fe9a9706b,2024-10-18T16:00:00Z,Acadia@WesternOntario,Western Ontario Mustangs,Acadia Axewomen,W20241018WESACA
2024-2025,66d365e5171fa05d9b725934,2024-10-18T00:00:00Z,MacEwan@BCOkanagan,British Columbia - Okanagan,MacEwan University Griffins,W20241018UBCOMAC
2024-2025,6712d5bb68279966d25e4b5c,2024-10-17T21:36:00Z,FraserValley@Windsor,Windsor Lancers,Fraser Valley Cascades,W20241017WINUFV
2024-2025,6711ba26b124372206f911a2,2024-10-17T19:30:00Z,Nipissing@OntarioTech,Ontario Tech,Nipissing Lakers,W20241017ONTNIP
2024-2025,670c8b96967b04a501858929,2024-10-13T03:10:00Z,Laurentian@Calgary,Calgary Dinos,Laurentian Voyageurs,W20241013CALLAU
2024-2025,6708832abf2bd8e07283f9aa,2024-10-13T01:40:00Z,NewBrunswick@UniOttawa,Ottawa Gee-Gees,New Brunswick Reds,W20241013OTTUNK
2024-2025,66d3544ff13db67c2ff90df4,2024-10-12T23:00:00Z,Brock@SaintMary's(CAN),Saint Mary's (CAN) Huskies,Brock Badgers,W20241012SMUBRO
2024-2025,66d36135e54db750e29738a4,2024-10-12T18:00:00Z,TrinityWestern@Alberta,Alberta Pandas,Trinity Western Spartans,W20241012ALBTWU
2024-2025,66d5fc0013461c419b2aeea0,2024-10-12T17:00:00Z,Dalhousie@TorontoVarBlues,Toronto Varsity Blues,Dalhousie Tigers,W20241012TORDAL
2024-2025,670c8b96967b04a501858927,2024-10-12T03:00:00Z,Laurentian@MountRoyal,Mount Royal Cougars,Laurentian Voyageurs,W20241012MRULAU
2024-2025,6709da86aa170c56a543d6f0,2024-10-12T00:00:00Z,TorontoMetro@FraserValley,Fraser Valley Cascades,Toronto Metropolitan University,W20241012UFVTMU
2024-2025,66d343e8a101ed8d1b0f88bc,2024-10-11T22:00:00Z,PrinceEdward@CapeBreton,Cape Breton Capers,Prince Edward Island Panthers,W20241011CBUPEI
2024-2025,67059077141b4fa31c47dfc0,2024-10-11T20:00:00Z,NewBrunswick@McGill,McGill University Martlets,New Brunswick Reds,W20241011MCGUNK
2024-2025,66d36135e54db750e29738a3,2024-10-11T18:00:00Z,TrinityWestern@Alberta,Alberta Pandas,Trinity Western Spartans,W20241011ALBTWU
2024-2025,66d5f049415b1f48d4cb0207,2024-10-11T18:00:00Z,OntarioTech@Bishops,Bishops Gaiters,Ontario Tech,W20241011BISONT
2024-2025,66d60b3e0e33aa09c2c5fc08,2024-10-11T16:00:00Z,Dalhousie@York(ONT),York (ONT) Lions,Dalhousie Tigers,W20241011YORDAL
2024-2025,66fc2cf507216d1fe9a97069,2024-10-11T16:00:00Z,MemorialCan@WesternOntario,Western Ontario Mustangs,Memorial Sea-Hawks,W20241011WESMEM
2024-2025,66d5f625e5769c2381487714,2024-10-11T14:00:00Z,QueensOntario@Laval,Laval University,Queens (ON) University Golden Gaels,W20241011LAVQUE
2024-2025,670c8b96967b04a501858926,2024-10-11T03:00:00Z,Laurentian@MountRoyal,Mount Royal Cougars,Laurentian Voyageurs,W20241011MRULAU
2024-2025,6708832abf2bd8e07283f9a9,2024-10-11T01:40:00Z,McGill@UniOttawa,Ottawa Gee-Gees,McGill University Martlets,W20241011OTTMCG
2024-2025,66d343e7a101ed8d1b0f88bb,2024-10-10T23:00:00Z,Brock@CapeBreton,Cape Breton Capers,Brock Badgers,W20241010CBBRO
2024-2025,66d605603664b69ade850259,2024-10-10T22:00:00Z,Dalhousie@Laurier,Wilfrid Laurier,Dalhousie Tigers,W20241010WLUDAL
2024-2025,6716b64f3a2bfd053ce57fd6,2024-10-10T22:00:00Z,QueensOntario@Bishops,Bishops Gaiters,Queens (ON) University Golden Gaels,W20241010BISQUE
2024-2025,66d3696bdb02a47458305d3f,2024-10-10T22:00:00Z,TorontoMetro@BritishColumbia,British Columbia Thunderbirds,Toronto Metropolitan University,W20241010UBCTMU
2024-2025,66d60b3e0e33aa09c2c5fc07,2024-10-10T21:00:00Z,MemorialCan@York(ONT),York (ONT) Lions,Memorial Sea-Hawks,W20241010YORMEM
2024-2025,67059076141b4fa31c47dfbf,2024-10-10T20:00:00Z,NewBrunswick@CarletonUni,Carleton University Ravens,New Brunswick Reds,W20241010CARUNK
2024-2025,67074dcae855e254394f528d,2024-10-09T16:00:00Z,MemorialCan@McMaster,McMaster Marauders,Memorial Sea-Hawks,W20241009MACMEM
2024-2025,6708832abf2bd8e07283f9a8,2024-10-07T01:39:00Z,UniOttawa@PrinceEdward,Prince Edward Island Panthers,Ottawa Gee-Gees,W20241007UPEIOTT
2024-2025,66d6055f3664b69ade850258,2024-10-06T19:00:00Z,Laurier@FraserValley,Fraser Valley Cascades,Wilfrid Laurier,W20241006UFVWLU
2024-2025,66d36e17092d29c5d16a6007,2024-10-06T18:00:00Z,Victoria@Calgary,Calgary Dinos,Victoria Vikes,W20241006CALVIC
2024-2025,66d3476be224e3d28f7b283f,2024-10-06T17:00:00Z,Dalhousie@NewBrunswick,New Brunswick Varsity Reds,Dalhousie Tigers,W20241006UNBDAL
2024-2025,67031b2c870d1beb8a1baf5e,2024-10-06T17:00:00Z,McGill@TorontoMetro,Toronto Metropolitan University,McGill University Martlets,W20241006TMUMCG
2024-2025,66d38a38bf67a7f88735c5e0,2024-10-06T16:00:00Z,Regina@Waterloo,Waterloo Warriors,Regina (Canada) Cougars,W20241006WATREG
2024-2025,66d5fc0013461c419b2aee9f,2024-10-06T16:00:00Z,BritishColumbia@TorontoVarBlues,Toronto Varsity Blues,British Columbia Thunderbirds,W20241006TORUBC
2024-2025,66d5f624e5769c2381487712,2024-10-06T15:00:00Z,QueensOntario@Laval,Laval University,Queens (ON) University Golden Gaels,W20241006LAVQUE
2024-2025,6708832abf2bd8e07283f9a7,2024-10-06T01:38:00Z,Victoria@UniOttawa,Ottawa Gee-Gees,Victoria Vikes,W20241006OTTVIC
2024-2025,66d34e76706d9a9e40dc8159,2024-10-05T22:00:00Z,QueensOntario@NewBrunswick,New Brunswick Varsity Reds,Queens (ON) University Golden Gaels,W20241005UNBQUE
2024-2025,66d3418fec2a86085f5d0337,2024-10-05T22:00:00Z,Regina@Acadia,Acadia Axewomen,Regina (Canada) Cougars,W20241005ACAREG
2024-2025,66d5fe577807bd945ec7f2ba,2024-10-05T20:00:00Z,Waterloo@SaintMary's(CAN),Saint Mary's (CAN) Huskies,Waterloo Warriors,W20241005SMUWAT
2024-2025,66d60b3d0e33aa09c2c5fc06,2024-10-05T20:00:00Z,McGill@York(ONT),York (ONT) Lions,McGill University Martlets,W20241005YORMCG
2024-2025,66d365e5171fa05d9b725933,2024-10-05T20:00:00Z,BCOkanagan@MountRoyal,Mount Royal Cougars,British Columbia - Okanagan,W20241005MRUUBCO
2024-2025,670193c3b43f8e9e29138d65,2024-10-05T19:00:00Z,Laval@Dalhousie,Dalhousie Tigers,Laval University,W20241005DALLAV
2024-2025,66d5d427907dbe812e035790,2024-10-05T18:30:00Z,BritishColumbia@Brock,Brock Badgers,British Columbia Thunderbirds,W20241005BROUBC
2024-2025,66d5d2fea224de1849e2e4b4,2024-10-05T18:00:00Z,Nipissing@Algoma,Algoma Thunderbirds,Nipissing Lakers,W20241005ALGNIP
2024-2025,66d5c870425f4e21bbbf87fa,2024-10-05T17:00:00Z,Laurier@TrinityWestern,Trinity Western Spartans,Wilfrid Laurier,W20241005TWUWLU
2024-2025,66d36e17092d29c5d16a6006,2024-10-05T17:00:00Z,PrinceEdward@Calgary,Calgary Dinos,Prince Edward Island Panthers,W20241005CALUPEI
2024-2025,66d36135e54db750e29738a2,2024-10-05T17:00:00Z,Alberta@NorthernBC,Northern British Columbia Timberwolves,Alberta Pandas,W20241005UNBCALB
2024-2025,670c8b96967b04a501858928,2024-10-05T03:00:00Z,NorthernBC@MountRoyal,Mount Royal Cougars,Northern British Columbia Timberwolves,W20241005MRUUNBC
2024-2025,66d34e76706d9a9e40dc8158,2024-10-05T00:00:00Z,Laval@NewBrunswick,New Brunswick Varsity Reds,Laval University,W20241005UNBLAV
2024-2025,66d3418fec2a86085f5d0336,2024-10-04T22:00:00Z,Waterloo@Acadia,Acadia Axewomen,Waterloo Warriors,W20241004ACAWAT
